name,price,change
RECLTD,446.6,2.87
PFC,415.7,2.5
BAJAJFINSV,1818.05,1.68
LICHSGFIN,583.15,1.21
MUTHOOTFIN,2248.75,0.68
SBILIFE,1471.15,0.41
AXISBANK,1024.35,0.36
MCX,6043.55,0.36
HDFCAMC,3944.95,0.24
HDFCLIFE,633.0,0.17
ICICIGI,1830.45,0.14
BAJFINANCE,8514.0,0.08
KOTAKBANK,1917.2,0.07
ICICIPRULI,600.25,0.05
SBICARD,809.05,-0.2
CHOLAFIN,1372.85,-0.65
HDFCBANK,1731.25,-0.72
SHRIRAMFIN,560.45,-1.04
ICICIBANK,1254.9,-1.38
SBIN,739.55,-1.69
