name,price,change
INDUSINDBK,1047.15,3.4
AXISBANK,1015.3,2.62
HDFCBANK,1720.9,2.56
CANBK,92.84,2.46
SBIN,779.2,2.4
BANKBARODA,212.89,2.36
KOTAKBANK,1928.5,2.33
ICICIBANK,1268.2,1.21
PNB,99.05,0.74
FEDERALBNK,181.23,0.37
IDFCFIRSTB,62.12,-0.22
AUBANK,599.85,-1.49
