name,price,change
UNIONBANK,132.29,1.17
INDIANB,619.65,0.82
BANKBARODA,240.5,0.35
SBIN,803.45,0.22
PSB,29.48,0.0
CANBK,108.12,-0.07
UCOBANK,29.98,-0.56
IOB,37.72,-0.61
MAHABANK,56.13,-0.71
CENTRALBK,36.42,-0.74
BANKINDIA,112.67,-1.29
PNB,106.05,-1.9
