name,price,change
GAIL,179.69,0.27
IGL,216.03,-0.07
ATGL,626.5,-0.25
GUJGASLTD,428.45,-0.28
IOC,153.56,-0.36
AEGISLOG,808.95,-0.44
PETRONET,280.1,-0.48
BPCL,336.85,-0.55
GSPL,318.5,-0.58
CASTROLIND,199.3,-0.6
RELIANCE,1371.6,-0.73
MGL,1283.0,-0.92
OIL,413.7,-1.08
HINDPETRO,447.3,-1.15
ONGC,242.97,-1.37
