name,price,change
OFSS,9332.5,2.63
PERSISTENT,5271.2,1.58
COFORGE,1686.5,1.45
HCLTECH,1433.4,1.11
MPHASIS,2817.7,0.91
WIPRO,243.53,0.58
TECHM,1438.9,-0.03
LTIM,5269.0,-0.09
TCS,2973.7,-0.49
INFY,1458.5,-1.19
