name,price,change
OIL,384.4,1.61
NTPC,364.0,1.31
GAIL,186.99,1.24
IRCTC,769.4,1.16
POWERGRID,309.0,1.06
RVNL,370.85,1.04
ONGC,243.49,0.94
RECLTD,428.6,0.89
BHEL,227.39,0.62
BEL,295.15,0.53
IOC,134.3,0.35
IRFC,129.48,0.33
HAL,4220.4,0.27
NMDC,65.87,0.2
CONCOR,699.15,-0.02
PFC,423.7,-0.02
COALINDIA,398.85,-0.1
BPCL,298.35,-0.13
NHPC,84.98,-0.4
HINDPETRO,387.7,-0.6
