name,price,change
INDUSINDBK,846.05,4.56
RBLBANK,226.4,3.54
BANDHANBNK,180.19,2.96
FEDERALBNK,207.57,1.37
IDFCFIRSTB,70.91,1.08
AXISBANK,1218.9,0.31
YESBANK,19.92,-0.1
HDFCBANK,1926.9,-0.14
ICICIBANK,1412.9,-0.72
KOTAKBANK,2120.2,-0.78
