name,price,change
HINDUNILVR,2568.9,1.85
DABUR,519.65,0.9
UNITDSPR,1352.7,0.86
NESTLEIND,1178.0,0.82
MARICO,711.45,0.77
GODREJCP,1200.2,0.67
TATACONSUM,1134.9,0.57
BRITANNIA,5967.0,0.56
EMAMILTD,577.9,0.23
PATANJALI,599.8,0.0
COLPAL,2323.1,-0.08
RADICO,2953.8,-0.13
ITC,401.85,-0.33
UBL,1785.2,-0.58
VBL,454.45,-0.88
